index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,icd3,umap_x,umap_y
15,A02 Other salmonella infections,622.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.01312267,0.12053703,-0.12564625,-0.14656404,0.16967599,0.07468827,-0.049371675,-0.14106297,-0.11632802,-0.11772441,0.21115427,-0.09670165,0.1382169,0.14136097,0.17728925,0.07826716,0.17432842,-0.15973227,0.20697139,0.15115301,0.22412655,-0.095507056,-0.21118605,0.119328655,0.21666148,0.13948622,0.11541707,-0.115616105,0.2815872,0.081526,0.24416749,0.13711704,0.09523918,0.35995424,-0.10691064,-0.09623787,0.1736311,-0.121552184,0.10914714,-0.1941239,0.013803038,0.12318303,-0.21633449,0.029585073,-0.1201536,0.2229824,-0.1892647,-0.18968426,-0.18679406,0.07825127,0.11262338,0.0054411325,-0.16078955,0.070759125,0.10971855,0.18831368,-0.11933145,-0.13400406,-0.14349832,-0.22059426,0.06870518,-0.13685156,0.11722614,0.0674679,0.12193907,-0.1030786,0.25014,-0.16978738,0.14664526,-0.14339396,-0.17337634,-0.24517962,0.10276385,-0.09096548,-0.2405406,0.17043845,-0.18704014,-0.19775705,-0.009576036,0.025973173,-0.121159755,-0.09244228,0.083946355,-0.14416686,0.09566595,0.13287826,-0.13183998,0.09119497,0.09922962,-0.13567784,-0.03681859,-0.08588356,-0.13234667,0.12889346,0.13287286,0.10896494,-0.15209197,-0.024490418,0.15777405,-0.11222291,-0.13659039,0.03712791,-0.2131272,-0.09329101,0.21176668,0.097168356,-0.07685382,0.021968938,-0.14342274,0.06611338,0.20853327,0.20962596,-0.17423631,-0.13581946,0.10668169,0.09997697,-0.11851744,0.19266386,0.15042101,0.13934353,A02,-0.38185418,0.55124664
16,A03 Shigellosis,170.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.14259918,0.13739218,-0.1620288,-0.20385794,0.12350635,0.14006358,-0.14995855,-0.19182123,-0.058473233,-0.22235468,0.1482262,-0.15630692,0.19321114,0.13635704,0.10538774,0.2171072,0.24555239,-0.16512448,0.48132497,0.21733695,0.20826001,-0.12615357,-0.19046327,0.14982763,0.25598052,0.22597332,0.1861061,-0.11375443,0.21983002,0.21330056,0.24890107,0.19194706,0.07623068,0.12472315,-0.3193515,-0.12510557,0.09850079,-0.032955598,0.27228802,-0.19634996,0.10495508,0.15066203,-0.2545839,0.09069865,-0.14285375,0.1734325,-0.18758118,-0.39143816,-0.22780034,0.109912194,0.20214391,-0.038332563,-0.18064913,0.14484325,0.016605156,0.17424649,-0.23332487,-0.09794068,-0.14680076,-0.16897869,0.101530194,-0.09300812,0.13466147,0.12008863,0.1955127,-0.17399049,0.20281172,-0.12779023,0.15966107,-0.12904862,-0.2379895,-0.13646814,0.066106886,-0.12249641,-0.1971236,0.06028873,-0.107442364,-0.17194752,-0.16142014,-0.09165491,-0.09188784,-0.15039667,0.15379882,-0.030197648,0.06345217,0.19767442,-0.26984698,0.10453197,0.1519227,-0.19361545,-0.13626716,-0.096440606,-0.0515387,0.19003938,0.08630672,0.12369495,-0.128033,-0.1325314,0.13106872,-0.1783627,-0.027118938,0.11538536,-0.20361724,-0.092963345,0.20410512,0.12591685,-0.20005128,0.11852766,-0.12289752,0.0992698,0.26131734,0.2218072,-0.2955461,-0.23546153,0.064281955,0.18811968,-0.12435304,0.17136994,0.3110525,0.12512241,A03,-2.7309232,0.36305285
17,A04 Other bacterial intestinal infections,6494.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.03942511,0.1386122,-0.17863008,-0.10339932,0.12751064,0.09655266,-0.15577507,-0.06147063,-0.14630917,-0.12522206,0.1174515,-0.07205987,0.112290084,0.13234851,0.117217556,0.09801791,0.13831185,-0.1549654,0.19757792,0.12303308,0.18298927,-0.20754202,-0.185004,0.21359065,0.072766945,0.21511322,0.12270455,-0.20292947,0.15037008,0.19495389,0.22564925,0.10591368,0.11135034,0.2849593,-0.09437156,-0.094550766,0.108749025,-0.08451703,0.03816695,-0.14459336,0.10085358,0.052798398,-0.117353916,0.1513247,-0.2740959,0.14212711,-0.094470836,-0.24786401,-0.10830198,0.13162616,0.13353866,-0.04106789,-0.11555142,0.087379895,0.0081199845,0.094342865,-0.19995601,-0.18466057,-0.12404313,-0.14871614,0.15317208,-0.101346985,0.24496695,0.09686608,0.1040316,-0.22604457,0.16195613,-0.09777214,0.062107332,-0.10784147,-0.0814142,-0.07231865,0.05164985,-0.116493866,-0.15561351,0.16232927,-0.0936227,-0.1395224,-0.06637885,-0.19464765,-0.081743255,-0.14405413,0.08419444,-0.12163701,0.17587608,0.10341675,-0.124362364,0.18183371,0.1314025,-0.08846276,-0.040475357,-0.074098565,-0.14055143,0.10284828,0.16624664,0.09378949,-0.1082557,-0.06294141,0.18966372,-0.03423848,-0.17138046,0.08680289,-0.15781888,-0.08147379,0.12099588,0.24354044,-0.08657055,0.15280464,-0.22487663,0.093941,0.107895285,0.093567826,-0.095822155,-0.11821716,0.13311623,0.0381738,-0.13144624,0.07241384,0.17722486,0.036449354,A04,-2.1904075,-1.2001448
18,A05 Other bacterial foodborne intoxications,305.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.0872125,0.16563225,-0.1663048,-0.18989788,0.05910227,0.08522426,-0.079160206,-0.18748972,-0.10754215,-0.047437392,0.20467347,0.0030036934,0.17373373,0.21571408,0.17018804,0.11559116,0.25665215,-0.1765558,0.19530529,0.20382465,0.13268687,-0.20049982,-0.14996994,0.159724,0.37191707,0.24598327,0.116349906,-0.14878462,0.19795485,0.2544496,0.30312157,0.19486804,-0.012791456,0.12807976,-0.17029814,-0.0998029,0.13903998,-0.10923929,0.13448006,-0.18776375,0.16476257,0.08879517,-0.14674893,0.12339234,-0.22743067,0.10454369,-0.092381954,-0.21752153,-0.1634451,0.12470934,0.13487792,0.0045277434,-0.20381936,0.13299718,0.10708616,0.11570335,-0.21074757,-0.12238796,-0.114142,-0.13072957,0.118176706,-0.061475772,0.12576647,0.1226329,0.21520974,-0.16295987,0.10551209,-0.11748975,0.18457961,-0.15854755,-0.14838243,-0.10764535,0.07381187,-0.17357005,-0.28698337,0.0561089,0.07857154,-0.13272431,-0.006790422,0.07810655,-0.10963761,-0.17468794,0.21861967,-0.0148693,0.13936882,0.19460587,-0.18787782,0.016545437,0.17972179,-0.097325385,-0.181699,-0.19538683,-0.2318425,0.07219834,0.07465141,0.11671314,-0.14245506,-0.07820721,0.107584275,-0.2078555,-0.12974823,0.27046874,-0.14044033,-0.18446818,0.27886647,0.10278929,-0.27435935,-0.011601174,-0.13449731,0.18300286,0.10809283,0.18003799,-0.19537301,-0.15891735,0.0982376,0.08500541,-0.17776904,0.14434744,0.28622535,0.10430451,A05,-2.8033469,0.017164707
19,A06 Amoebiasis,98.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.12197001,0.1397669,-0.12986974,-0.1553627,0.257103,0.11280219,-0.16090642,-0.17826165,-0.22370401,-0.112233266,0.22735716,-0.45693058,0.079425685,0.178159,0.11898763,0.4246619,0.27073577,-0.23437096,0.0043840064,0.14106174,0.033247553,-0.11200446,-0.14530437,0.19839126,0.01186137,0.14715035,0.16829953,-0.37300628,0.48049992,0.15287073,0.27080697,0.17773734,0.15994902,0.23868157,-0.22036465,-0.040635787,0.123228595,-0.14556108,0.14840992,-0.09909202,0.22306395,0.087387316,-0.23531295,0.24165064,-0.21093285,0.20709887,-0.151696,-0.2402447,-0.16381605,0.1773745,0.27117378,-0.1269584,-0.2024333,0.08925334,0.14284573,0.1824581,-0.10068629,-0.21510914,-0.07303735,-0.18656549,0.21749896,-0.13361491,0.20277658,0.17807059,0.16902466,-0.28523588,0.16049775,-0.14203699,0.16604519,-0.09938509,-0.20139074,-0.10232846,0.16608168,-0.13731457,-0.13181414,0.048823215,-0.10796701,-0.1742695,-0.12838143,-0.17880768,-0.11610401,-0.15453652,0.120666154,-0.12090817,0.20348477,0.13414067,-0.31608212,0.18792452,0.08696746,-0.25362918,-0.15323289,-0.22012237,-0.17713608,0.2611183,0.2948477,0.08120506,-0.13276446,-0.107126415,0.050629348,-0.13550998,-0.21843591,0.15558097,-0.21595179,-0.10127583,0.18766655,0.3332034,-0.059465617,0.20404339,-0.22275063,0.12092084,0.17275369,0.22624154,-0.15438133,-0.18836036,0.14558467,0.09002931,-0.13998523,0.15272932,0.39980438,0.07666959,A06,-0.31069016,-1.3720207
20,A07 Other protozoal intestinal diseases,401.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.14170578,0.1717201,-0.19921118,-0.12538287,-0.040108107,0.1354564,-0.11663276,-0.15631565,-0.14046848,-0.17909221,0.12532838,-0.055382717,0.122124456,0.1795369,0.16930944,0.12302873,0.26423076,-0.11675259,0.12228764,0.13424544,0.17698696,-0.06269367,-0.008222261,0.11436806,0.06712704,0.1432171,0.19455686,-0.23106171,0.25108805,0.25110158,0.12500653,0.06947832,0.15861034,0.093435995,-0.24061258,-0.18615547,0.14611727,-0.0065677506,0.10445743,-0.13417561,0.26488295,0.12835258,-0.19836277,0.11973931,-0.22561906,0.11214312,-0.09501328,-0.24281503,-0.18690999,0.09483277,0.15861084,0.16809383,-0.22460164,0.20164442,-0.037527658,0.14220095,-0.17442681,-0.14952154,-0.12567408,-0.15907197,0.11016757,-0.17901112,0.0630022,0.07140189,0.2209667,-0.09030616,0.19011985,-0.15558036,0.15341789,-0.13895535,-0.1214048,0.042730946,0.071587384,-0.18346974,-0.15011114,0.15394522,-0.020249603,-0.1642389,-0.12227338,-0.031610522,-0.07140696,-0.06529079,0.15861472,-0.06776865,0.17061211,0.22393984,-0.15298657,0.044204134,0.08098017,-0.101319544,-0.15110199,-0.2694541,-0.044242065,0.09109603,0.12474016,0.119077526,-0.1826471,-0.12029079,0.1864595,-0.091166146,-0.110661015,0.17886226,-0.15379728,-0.16060796,0.17013988,0.15840347,-0.108638875,-0.020963302,-0.17462529,0.122493185,0.12977126,0.1472211,-0.21502136,-0.14816102,0.02637792,0.06636785,-0.15808107,0.12913287,0.2805935,0.13600782,A07,0.24417084,2.5840373
21,A08 Viral and other specified intestinal infections,4384.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.118105754,0.11936581,-0.15440868,-0.056380842,0.10191793,0.11543952,-0.12521203,-0.081540935,-0.15805343,-0.12148288,0.26955023,-0.16866335,0.10179998,0.18963605,0.12151489,0.13958769,0.20003326,-0.17058524,0.13860679,0.13833217,0.33871928,-0.19324738,-0.11595519,0.17292212,0.105547786,0.19815862,0.11352322,-0.16941166,0.15019922,0.049272094,0.19556569,0.14198038,0.09598101,0.36305472,-0.15763587,-0.09020135,0.071400955,-0.07269127,0.079472005,-0.20280409,0.10946279,0.048088405,-0.11285473,0.19696955,-0.34848964,0.030880928,-0.06052314,-0.25022736,-0.14880429,0.18442592,0.05735891,-0.15234636,-0.1541597,0.06509123,0.109667115,0.08028383,-0.23696418,-0.23551911,-0.08059177,-0.1111555,0.09795223,-0.11228574,0.14469117,0.05355337,0.17808405,-0.037076678,0.10325143,-0.09182236,0.04322489,-0.07167352,-0.11075884,-0.1827579,0.118670434,-0.1017734,-0.21965572,0.13663588,-0.06665833,-0.09856983,-0.15771802,-0.17176044,-0.06285668,-0.21285476,0.11306544,-0.09943443,0.19630842,0.10122681,-0.16202234,0.09351264,0.14608529,-0.16564506,-0.07917635,-0.16646066,-0.1806514,0.08021586,0.131368,0.07504123,-0.118635096,-0.12107,0.28741366,-0.06346349,-0.13464068,0.12391788,-0.15452078,-0.11389206,0.10385717,0.3839129,-0.062001016,0.15286364,-0.19750607,0.09394288,0.11384716,0.10456864,-0.17526306,-0.10183164,0.122731805,0.039601337,-0.22193591,0.08224794,0.2024652,0.028402954,A08,-2.275769,-1.0073113
22,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,17287.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.20293564,0.1585617,-0.13406792,-0.07027187,0.15931407,0.085495904,-0.12692997,-0.103456125,-0.009925437,-0.0432383,0.10179731,0.03601656,0.13772526,0.18447676,0.05318545,0.15153448,0.14816985,-0.13178296,0.055778235,0.08464371,0.21179199,-0.14110543,-0.18608958,0.18388306,0.069681846,0.09653393,0.12921567,-0.0691292,0.13363874,0.16352114,0.25883663,0.15660076,0.06371018,0.3427544,-0.09722358,-0.08656703,0.12095694,-0.106650755,0.017923309,-0.18951234,0.3326803,0.018963479,-0.045900024,-0.019120721,-0.24515425,0.084482506,-0.12351667,-0.096952826,-0.06857567,0.21812825,0.034636248,-0.14756484,-0.13547777,0.024154661,0.13337289,0.059260685,-0.1880377,-0.28871074,-0.06663051,-0.05691294,0.10027478,-0.11495382,0.23719236,0.04467124,0.13576064,-0.008204907,0.10876717,-0.16525652,0.085359514,-0.05376798,-0.056554012,-0.088264294,0.10893753,-0.098423086,-0.28194422,0.22157636,-0.08532386,-0.0963235,-0.07501363,-0.19756511,-0.1483382,-0.21349171,0.04055184,-0.09974094,0.19381586,0.083437756,-0.07388298,-0.0011311753,0.18043938,-0.14859672,-0.11318067,-0.11823896,-0.2533905,-0.0076021776,0.089379184,0.10880499,-0.13427201,-0.048016515,0.20989105,-0.057610627,-0.112202264,0.13529974,-0.10993704,-0.14428395,0.08611613,0.2819535,-0.15535562,0.16285042,-0.3166116,0.16085885,0.08715705,0.093655065,-0.15068318,-0.06356434,0.06206676,0.04483539,-0.14652441,0.10408137,0.119652465,0.036208585,A09,-0.66394174,-2.998413
23,"A15 Respiratory tuberculosis, bacteriologically and histologically confirmed",2176.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.18341313,0.2171545,-0.0828867,-0.22686389,0.033502515,0.18509583,-0.037785165,-0.23056242,-0.08306932,-0.13229738,0.018909473,-0.095225856,0.3010693,0.03851177,0.22894111,-0.008737168,0.16694464,-0.1795853,-0.1289124,0.15430324,-0.04084117,-0.043592453,0.10263904,-0.038571272,-0.043667596,-0.05657769,0.20162441,-0.117230415,0.15025751,0.039325003,-0.017739763,0.09373284,0.20855835,-0.063593745,-0.08775848,-0.15894628,0.22823694,-0.17090246,0.16213831,-0.086968206,0.09235843,0.10896605,-0.15385953,0.0303679,-0.018376369,0.20717192,-0.18821824,-0.07034992,-0.14986823,0.07470132,0.23266792,0.030269649,-0.16252284,0.09930362,0.0967887,0.17859918,0.031353086,-0.07447546,-0.1493255,-0.13862696,0.1662797,-0.22367829,3.914084e-05,0.17140639,0.15054968,0.021058548,0.21447763,-0.16581886,0.1701035,-0.22052751,-0.18009527,-0.0013498294,0.16236341,-0.20045766,0.007820246,0.11431206,-0.04595251,-0.16413003,-0.07420715,-0.009305563,-0.13417883,0.0014909476,0.18516523,-0.15179153,0.074888214,0.16876459,-0.1280412,0.086752705,0.09407662,-0.10619819,-0.15153877,-0.19627775,-0.039367143,0.17048013,0.09944587,0.2632162,-0.24928442,-0.13822582,-0.060536638,-0.17442812,-0.10411517,0.14710765,-0.2572388,-0.122058555,0.17603123,-0.046430547,-0.1405355,0.037061263,-0.030198006,0.32367083,0.13186485,0.1983669,-0.07752532,-0.15338774,0.15876423,0.19179298,-0.12687434,0.21548615,0.016735101,0.18346485,A15,2.48975,2.3464956
24,"A16 Respiratory tuberculosis, not confirmed bacteriologically or histologically",528.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.33023393,0.15618545,-0.07809135,-0.14466025,0.10150821,0.3394918,-0.08116697,-0.18476127,-0.1303105,-0.14043638,0.10882136,-0.1252912,0.17758304,0.039431322,0.1794921,0.03406831,0.09103491,-0.20730214,-0.03402697,0.12265121,0.080960184,-0.14256285,-0.059182156,-0.004575302,0.04245599,0.015478048,0.15651104,-0.11547479,0.06116695,0.09869104,-0.011209794,0.14996636,0.22662523,0.026549852,-0.042681135,-0.27594632,0.117009014,-0.17607066,0.24514951,-0.09855107,0.17086092,0.09600151,-0.07135765,0.05487772,-0.05914575,0.093428396,-0.14494675,0.035818797,-0.19019414,0.098768644,0.08773842,-0.12054085,-0.14354031,0.09263413,0.3477938,0.14103764,-0.07097047,-0.10126947,-0.20105365,-0.08075876,0.08158595,-0.1949479,0.074217185,0.20422982,0.14278695,-0.00764293,0.15979569,-0.19468212,0.12471192,-0.1294901,-0.123788975,0.0801156,0.24018344,-0.1665438,-0.018942129,0.33278048,-0.32839072,-0.10872972,-0.15968184,-0.2211662,-0.14913765,-0.060831524,0.15413557,-0.15965234,0.16071685,0.14262654,-0.03137835,0.16027646,0.27923632,-0.20324942,-0.10111973,-0.17452285,-0.14886053,0.124461204,0.11073856,0.15943229,-0.21578859,-0.16996436,0.037754036,-0.19182928,-0.10804789,0.07227257,-0.14352112,-0.30236772,0.12732162,0.035238232,-0.15782373,0.095999405,-0.114200324,0.28396103,0.08605877,0.12647694,0.0029951641,-0.113086306,0.28987512,0.26645645,-0.16336638,0.20028102,0.0016044206,0.2333076,A16,1.5184155,2.03105
25,A17 Tuberculosis of nervous system,13.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.21391226,0.31247905,-0.13890116,-0.25793502,0.122962154,0.20716804,-0.16638401,-0.2375485,-0.19298577,-0.2162281,0.16839185,-0.14752926,0.31433758,0.1661116,0.21502763,0.18988274,0.22588763,-0.29637322,0.156845,0.25326365,0.16285212,-0.14716001,-0.16338217,0.15986204,0.11069658,0.09827948,0.24077275,-0.16951646,0.20822129,0.17721383,0.17091453,0.16980298,0.16053806,0.15747741,-0.1851188,-0.25134522,0.16846453,-0.12987007,0.17461424,-0.22412656,0.1721066,0.20349148,-0.22439367,0.15331514,-0.15524338,0.21395183,-0.27196985,-0.12906377,-0.22245887,0.16980365,0.27803308,-0.134342,-0.29116172,0.19475341,0.1838684,0.28031704,-0.14372711,-0.18751742,-0.23641321,-0.2711826,0.18128876,-0.19049372,0.16826415,0.16400829,0.27806813,-0.12808739,0.3146611,-0.26961163,0.25046155,-0.19754611,-0.24239366,-0.14896137,0.20270626,-0.25796482,-0.1813573,0.21312298,-0.14184774,-0.25680128,-0.16566378,-0.1310677,-0.16828178,-0.15863,0.24791782,-0.22593206,0.15184908,0.25702727,-0.20167015,0.15799563,0.19758403,-0.19723165,-0.19037272,-0.20526607,-0.17208269,0.21229525,0.16939947,0.23112792,-0.32966912,-0.1812551,0.08986771,-0.23707266,-0.19278385,0.19750123,-0.32436055,-0.21084623,0.21837908,0.14115568,-0.18817572,0.1789765,-0.12659834,0.39917165,0.24594368,0.28806087,-0.2341551,-0.23430085,0.18066522,0.18613575,-0.22258852,0.27623853,0.2070674,0.22742441,A17,0.9782403,2.2305665
26,A18 Tuberculosis of other organs,156.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.22690123,0.2666439,-0.103558496,-0.1229066,0.37390634,0.2108854,0.0035442014,-0.13031712,-0.10811415,-0.12297226,0.1165869,-0.1977882,0.16512215,0.46827206,0.279237,0.13811632,0.19419669,-0.18321931,0.33916032,0.20388693,0.2006424,-0.27952963,-0.38658106,0.07964953,0.23749474,0.33665594,0.21070872,-0.1987325,0.24250913,0.28234565,0.34790036,0.19121513,0.17849742,0.1683445,-0.070865184,-0.27567446,0.14309557,-0.16774271,0.24912578,-0.24590877,0.09484911,0.14987774,-0.15296285,0.18516238,-0.035872567,0.08472492,-0.06516013,-0.28816843,-0.17060202,0.0051641297,0.10244773,-0.39918062,-0.18236184,0.16006713,0.35347855,0.19260341,-0.080214836,-0.1816874,-0.436936,-0.097160496,0.16990826,-0.26265916,-0.0038736328,0.21109807,0.19635247,0.11225096,0.1746546,-0.16249505,0.27093524,-0.144798,-0.21716557,-0.17399132,0.14177649,-0.1869316,-0.23777354,0.31809217,-0.19563335,-0.25983736,-0.2810744,-0.118193656,-0.20724106,-0.518896,0.17768115,-0.09486525,-0.01561813,0.2545796,-0.15409611,0.14308669,0.22573407,-0.22158393,-0.10810871,-0.24865301,-0.12016257,0.26890168,0.09367527,0.12523803,-0.15642028,-0.26644543,0.09953429,-0.17654696,-0.17578289,0.06498499,-0.1885891,-0.1750879,0.11059515,0.060294718,-0.13699804,0.13488062,-0.2211066,0.25938898,0.17745091,0.13064755,-0.20301731,-0.15347214,0.11442499,0.25177586,-0.24346186,0.1052282,0.22806673,0.12799677,A18,-4.087043,3.7079198
27,A19 Miliary tuberculosis,16.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.19956198,0.3170176,-0.16472784,-0.31555626,0.18271694,0.25204855,-0.185936,-0.19961843,-0.17742865,-0.21140437,0.1606705,-0.13349116,0.3023648,0.1826825,0.23800884,0.15907635,0.25038734,-0.33300477,0.13554211,0.18501054,0.18635014,-0.19269937,-0.12149724,0.14720485,0.1412351,0.14143415,0.30857652,-0.17977546,0.16271143,0.1734277,0.16916738,0.17659394,0.16203025,0.11017982,-0.19562455,-0.19818845,0.19366586,-0.14609154,0.19277424,-0.22850527,0.15486982,0.19740301,-0.22604598,0.17697698,-0.14099024,0.23129797,-0.2338491,-0.17491804,-0.22597072,0.17963625,0.24484628,-0.13304952,-0.33010295,0.20732158,0.1433762,0.23158155,-0.14085168,-0.17884083,-0.22268544,-0.22608545,0.16868977,-0.17409533,0.15114294,0.16873854,0.267438,-0.09574916,0.3401704,-0.27217343,0.20947318,-0.23035303,-0.19396734,-0.09826575,0.25909436,-0.25589725,-0.15261358,0.14892629,-0.15095584,-0.24104498,-0.16541876,-0.08141136,-0.18851276,-0.11646753,0.19831863,-0.19149248,0.18990639,0.26675698,-0.19770536,0.15251409,0.17652757,-0.17479444,-0.1967711,-0.18045175,-0.12126024,0.19072205,0.19529986,0.23629625,-0.30495816,-0.21330675,0.121782236,-0.23042631,-0.1891652,0.15987578,-0.299647,-0.226248,0.23547229,0.08084143,-0.2189533,0.14111657,-0.16159841,0.4039798,0.2598194,0.2797548,-0.21753284,-0.24249958,0.17395124,0.19859174,-0.24149269,0.28247833,0.16835439,0.2048069,A19,1.7759035,2.7116046
28,A20 Plague,6.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.20137277,0.31179753,-0.11394862,-0.270926,0.13112567,0.25791335,-0.15546271,-0.23021588,-0.17763743,-0.23959705,0.15315844,-0.17057042,0.29596847,0.18644701,0.20818429,0.18828155,0.22500364,-0.35765615,0.15183012,0.18325764,0.13663715,-0.13672183,-0.13456273,0.14285843,0.120496035,0.13969116,0.27040112,-0.16568905,0.19249618,0.10618605,0.14123298,0.16073066,0.17871657,0.13704579,-0.17662723,-0.233309,0.17034192,-0.15423808,0.21523184,-0.1768593,0.14351569,0.20213927,-0.23005128,0.17329009,-0.14357603,0.23705105,-0.2750454,-0.13909657,-0.2213166,0.1882243,0.23092753,-0.06636425,-0.29118147,0.19369785,0.15579732,0.24682602,-0.16401947,-0.18833391,-0.2053744,-0.24225326,0.16134617,-0.23841065,0.13032639,0.18057814,0.2772,-0.16210453,0.3184028,-0.32161844,0.24417871,-0.24629952,-0.2283688,-0.14339882,0.21600083,-0.25868127,-0.15810528,0.15848705,-0.12428643,-0.21832639,-0.1755285,-0.14814489,-0.15850578,-0.13504824,0.22766995,-0.17259383,0.14712268,0.22184937,-0.19853829,0.19722366,0.16958566,-0.19021052,-0.20959803,-0.15102087,-0.117783666,0.19956039,0.16292448,0.21126416,-0.298991,-0.1928361,0.12197541,-0.21099372,-0.16633837,0.18529098,-0.29694948,-0.19181898,0.219524,0.1492973,-0.21020074,0.15193944,-0.14628379,0.37818918,0.2726797,0.26580557,-0.19049647,-0.1897709,0.20495878,0.20726547,-0.23200794,0.2593732,0.16543266,0.18542781,A20,1.5187924,2.6042938
29,A22 Anthrax,2.0,I. Certain infectious and parasitic diseases,I. Infectious Diseases,#98df8a,0.20522612,0.33458808,-0.15980141,-0.24868532,0.17013066,0.2496085,-0.13457201,-0.20741399,-0.14908259,-0.18472715,0.17033328,-0.1484577,0.33592686,0.15319367,0.22411528,0.15836667,0.25983882,-0.3500153,0.114195004,0.17457734,0.15266132,-0.15816273,-0.16826013,0.14984377,0.15322159,0.14020774,0.26329607,-0.19685857,0.1523094,0.12688395,0.13483566,0.14558868,0.17198132,0.10425916,-0.18765521,-0.1973256,0.17732053,-0.16957775,0.20376456,-0.2395528,0.15249242,0.19037022,-0.21701956,0.13323337,-0.18310635,0.23413056,-0.23021391,-0.1549488,-0.2144584,0.18441087,0.24668622,-0.1022992,-0.29167375,0.16667727,0.16605149,0.20855905,-0.14443603,-0.17113575,-0.2144641,-0.24918285,0.13234313,-0.22615762,0.121170826,0.18118575,0.28247494,-0.12148599,0.27816808,-0.27869555,0.23322307,-0.21900938,-0.23992774,-0.13069792,0.23838866,-0.26152113,-0.16968448,0.17863658,-0.107741974,-0.20317642,-0.15279718,-0.1412099,-0.18608332,-0.09006745,0.25246927,-0.19792886,0.10384165,0.2104558,-0.20951237,0.16927892,0.22784308,-0.16992413,-0.20848306,-0.19226965,-0.10279834,0.18890148,0.18961331,0.1903699,-0.2806788,-0.20282674,0.13716094,-0.2039911,-0.17937016,0.1926639,-0.29330376,-0.17717539,0.18112057,0.13978729,-0.20939918,0.15109183,-0.17134629,0.432498,0.25430694,0.2897327,-0.18437597,-0.26677546,0.17785665,0.18159437,-0.22980295,0.26609725,0.14960374,0.19338137,A22,1.6583712,3.0958652
